,date,year,month,value,state,area,supersector,industry,data_type
2699,2020-03-01,2020,03,1274.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2700,2020-04-01,2020,04,1109.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2701,2020-05-01,2020,05,1126.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2702,2020-06-01,2020,06,1157.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2703,2020-07-01,2020,07,1173.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2704,2020-08-01,2020,08,1173.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2705,2020-09-01,2020,09,1189.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2706,2020-10-01,2020,10,1205.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2707,2020-11-01,2020,11,1211.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2708,2020-12-01,2020,12,1211.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2709,2021-01-01,2021,01,1185.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2710,2021-02-01,2021,02,1191.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2711,2021-03-01,2021,03,1203.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2712,2021-04-01,2021,04,1218.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2713,2021-05-01,2021,05,1228.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2714,2021-06-01,2021,06,1230.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2715,2021-07-01,2021,07,1239.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2716,2021-08-01,2021,08,1241.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2717,2021-09-01,2021,09,1237.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2718,2021-10-01,2021,10,1254.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2719,2021-11-01,2021,11,1263.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2720,2021-12-01,2021,12,1270.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2721,2022-01-01,2022,01,1234.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2722,2022-02-01,2022,02,1247.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2723,2022-03-01,2022,03,1245.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2724,2022-04-01,2022,04,1260.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2725,2022-05-01,2022,05,1268.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2726,2022-06-01,2022,06,1264.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2727,2022-07-01,2022,07,1274.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2728,2022-08-01,2022,08,1275.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2729,2022-09-01,2022,09,1275.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2730,2022-10-01,2022,10,1273.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2731,2022-11-01,2022,11,1279.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2732,2022-12-01,2022,12,1277.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2733,2023-01-01,2023,01,1251.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2734,2023-02-01,2023,02,1257.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2735,2023-03-01,2023,03,1263.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2736,2023-04-01,2023,04,1283.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2737,2023-05-01,2023,05,1294.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2738,2023-06-01,2023,06,1302.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2739,2023-07-01,2023,07,1299.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2740,2023-08-01,2023,08,1296.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2741,2023-09-01,2023,09,1296.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2742,2023-10-01,2023,10,1304.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2743,2023-11-01,2023,11,1314.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2744,2023-12-01,2023,12,1313.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2745,2024-01-01,2024,01,1300.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2746,2024-02-01,2024,02,1303.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2747,2024-03-01,2024,03,1308.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2748,2024-04-01,2024,04,1312.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2749,2024-05-01,2024,05,1321.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2750,2024-06-01,2024,06,1324.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2751,2024-07-01,2024,07,1321.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2752,2024-08-01,2024,08,1316.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2753,2024-09-01,2024,09,1317.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2754,2024-10-01,2024,10,1326.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2755,2024-11-01,2024,11,1331.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2756,2024-12-01,2024,12,1331.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2757,2025-01-01,2025,01,1301.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2758,2025-02-01,2025,02,1304.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2759,2025-03-01,2025,03,1309.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2760,2025-04-01,2025,04,1310.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2761,2025-05-01,2025,05,1320.6,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2762,2025-06-01,2025,06,1318.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2763,2025-07-01,2025,07,1308.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2764,2025-08-01,2025,08,1305.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2765,2025-09-01,2025,09,1302.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2766,2025-10-01,2025,10,1298.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2767,2025-11-01,2025,11,1303.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2768,2025-12-01,2025,12,1302.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2769,2026-01-01,2026,01,1277.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2770,2026-02-01,2026,02,1278.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2771,2026-03-01,2026,03,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2772,2026-04-01,2026,04,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2773,2026-05-01,2026,05,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2774,2026-06-01,2026,06,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2775,2026-07-01,2026,07,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2776,2026-08-01,2026,08,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2777,2026-09-01,2026,09,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2778,2026-10-01,2026,10,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2779,2026-11-01,2026,11,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2780,2026-12-01,2026,12,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2781,,2000,00,1086.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2782,,2001,00,1095.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2783,,2002,00,1097.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2784,,2003,00,1102.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2785,,2004,00,1114.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2786,,2005,00,1131.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2787,,2006,00,1152.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2788,,2007,00,1166.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2789,,2008,00,1168.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2790,,2009,00,1143.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2791,,2010,00,1150.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2792,,2011,00,1171.3,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2793,,2012,00,1194.2,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2794,,2013,00,1212.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2795,,2014,00,1223.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2796,,2015,00,1244.4,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2797,,2016,00,1261.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2798,,2017,00,1273.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2799,,2018,00,1286.7,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2800,,2019,00,1293.1,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2801,,2020,00,1199.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2802,,2021,00,1230.5,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2803,,2022,00,1264.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2804,,2023,00,1289.8,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2805,,2024,00,1317.9,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2806,,2025,00,1307.0,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2807,,2026,00,,Maryland,"Baltimore-Columbia-Towson, MD",Service-Providing,Service-Providing,"All Employees, In Thousands"
2808,2007-01-01,2007,01,825.6,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2809,2007-02-01,2007,02,826.54,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2810,2007-03-01,2007,03,832.83,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2811,2007-04-01,2007,04,841.79,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2812,2007-05-01,2007,05,827.89,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2813,2007-06-01,2007,06,826.85,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2814,2007-07-01,2007,07,836.15,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2815,2007-08-01,2007,08,826.43,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2816,2007-09-01,2007,09,845.56,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2817,2007-10-01,2007,10,846.3,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2818,2007-11-01,2007,11,844.9,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2819,2007-12-01,2007,12,863.09,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2820,2008-01-01,2008,01,854.69,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2821,2008-02-01,2008,02,855.36,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2822,2008-03-01,2008,03,857.85,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2823,2008-04-01,2008,04,840.07,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2824,2008-05-01,2008,05,837.31,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2825,2008-06-01,2008,06,844.58,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2826,2008-07-01,2008,07,839.39,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2827,2008-08-01,2008,08,842.51,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2828,2008-09-01,2008,09,853.93,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2829,2008-10-01,2008,10,862.3,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2830,2008-11-01,2008,11,865.61,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2831,2008-12-01,2008,12,867.5,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2832,2009-01-01,2009,01,865.39,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2833,2009-02-01,2009,02,893.37,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2834,2009-03-01,2009,03,868.26,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2835,2009-04-01,2009,04,863.41,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2836,2009-05-01,2009,05,851.67,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2837,2009-06-01,2009,06,860.0,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2838,2009-07-01,2009,07,864.65,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2839,2009-08-01,2009,08,888.55,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2840,2009-09-01,2009,09,884.5,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2841,2009-10-01,2009,10,879.61,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2842,2009-11-01,2009,11,899.25,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2843,2009-12-01,2009,12,893.52,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2844,2010-01-01,2010,01,904.79,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2845,2010-02-01,2010,02,896.07,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2846,2010-03-01,2010,03,901.97,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2847,2010-04-01,2010,04,898.73,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2848,2010-05-01,2010,05,881.17,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2849,2010-06-01,2010,06,884.11,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2850,2010-07-01,2010,07,888.18,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2851,2010-08-01,2010,08,905.18,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2852,2010-09-01,2010,09,882.64,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2853,2010-10-01,2010,10,878.22,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2854,2010-11-01,2010,11,885.58,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2855,2010-12-01,2010,12,894.44,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2856,2011-01-01,2011,01,910.32,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2857,2011-02-01,2011,02,903.91,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2858,2011-03-01,2011,03,890.96,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2859,2011-04-01,2011,04,889.41,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2860,2011-05-01,2011,05,897.49,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2861,2011-06-01,2011,06,879.19,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2862,2011-07-01,2011,07,883.81,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2863,2011-08-01,2011,08,869.16,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2864,2011-09-01,2011,09,873.96,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2865,2011-10-01,2011,10,894.91,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2866,2011-11-01,2011,11,872.93,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2867,2011-12-01,2011,12,881.06,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2868,2012-01-01,2012,01,895.3,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2869,2012-02-01,2012,02,883.66,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2870,2012-03-01,2012,03,876.32,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2871,2012-04-01,2012,04,885.1,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2872,2012-05-01,2012,05,867.84,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2873,2012-06-01,2012,06,866.66,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2874,2012-07-01,2012,07,881.28,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2875,2012-08-01,2012,08,864.94,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2876,2012-09-01,2012,09,890.35,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2877,2012-10-01,2012,10,876.1,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2878,2012-11-01,2012,11,879.14,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2879,2012-12-01,2012,12,909.98,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2880,2013-01-01,2013,01,891.78,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2881,2013-02-01,2013,02,901.48,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2882,2013-03-01,2013,03,900.48,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2883,2013-04-01,2013,04,904.15,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2884,2013-05-01,2013,05,897.43,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2885,2013-06-01,2013,06,917.63,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2886,2013-07-01,2013,07,902.76,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2887,2013-08-01,2013,08,907.5,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2888,2013-09-01,2013,09,936.39,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2889,2013-10-01,2013,10,914.59,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2890,2013-11-01,2013,11,923.44,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2891,2013-12-01,2013,12,941.12,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2892,2014-01-01,2014,01,933.15,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2893,2014-02-01,2014,02,940.01,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2894,2014-03-01,2014,03,942.55,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2895,2014-04-01,2014,04,934.68,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2896,2014-05-01,2014,05,929.57,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2897,2014-06-01,2014,06,948.75,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2898,2014-07-01,2014,07,938.11,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2899,2014-08-01,2014,08,935.71,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2900,2014-09-01,2014,09,939.11,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2901,2014-10-01,2014,10,925.44,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2902,2014-11-01,2014,11,958.41,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2903,2014-12-01,2014,12,926.08,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2904,2015-01-01,2015,01,921.08,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2905,2015-02-01,2015,02,940.05,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2906,2015-03-01,2015,03,944.86,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2907,2015-04-01,2015,04,930.24,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2908,2015-05-01,2015,05,928.53,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
2909,2015-06-01,2015,06,923.74,Maryland,Statewide,Total Private,Total Private,"Average Weekly Earnings of All Employees, In Dollars"
